조합,조건수,발생횟수,승리횟수,승률(%),평균수익률(%),구성지표
SMA20>SMA100 + ADX>25 + ThreeGreenDays,3,139,102,73.38,2.71,SMA20>SMA100 + ADX>25 + ThreeGreenDays
EMA10>EMA50 + Stoch_Cross_Up + VolSpike>1.5,3,45,33,73.33,3.34,EMA10>EMA50 + Stoch_Cross_Up + VolSpike>1.5
Price>SMA50 + Stoch_Cross_Up,2,419,307,73.27,2.27,Price>SMA50 + Stoch_Cross_Up
SMA20>SMA100 + Price>SMA50 + Price>SMA200,3,1223,896,73.26,2.59,SMA20>SMA100 + Price>SMA50 + Price>SMA200
BB_Squeeze + ADX>25 + ADX>20_PlusDI>MinusDI,3,426,312,73.24,1.51,BB_Squeeze + ADX>25 + ADX>20_PlusDI>MinusDI
Price>SMA50 + Price>SMA200,2,1267,927,73.16,2.48,Price>SMA50 + Price>SMA200
SMA50>SMA200 + Price>SMA200 + ADX>20_PlusDI>MinusDI,3,836,611,73.09,2.98,SMA50>SMA200 + Price>SMA200 + ADX>20_PlusDI>MinusDI
SMA10>SMA50 + SMA20>SMA100 + ADX>25,3,1011,738,73.0,2.59,SMA10>SMA50 + SMA20>SMA100 + ADX>25
SMA50>SMA200 + ADX>20_PlusDI>MinusDI,2,862,629,72.97,2.92,SMA50>SMA200 + ADX>20_PlusDI>MinusDI
EMA5>EMA20 + BB_Squeeze + ThreeGreenDays,3,70,51,72.86,1.9,EMA5>EMA20 + BB_Squeeze + ThreeGreenDays
SMA5>SMA20 + Price>SMA20 + BB_Squeeze,3,626,456,72.84,1.52,SMA5>SMA20 + Price>SMA20 + BB_Squeeze
Price>EMA20 + BB_Squeeze + ADX>25,3,405,295,72.84,1.57,Price>EMA20 + BB_Squeeze + ADX>25
EMA10>EMA50 + Price>SMA200 + ThreeGreenDays,3,184,134,72.83,2.62,EMA10>EMA50 + Price>SMA200 + ThreeGreenDays
SMA5>SMA20 + MACD_Hist_Rising,2,758,552,72.82,2.55,SMA5>SMA20 + MACD_Hist_Rising
SMA50>SMA200 + Price>EMA20 + Stoch_Cross_Up,3,272,198,72.79,2.67,SMA50>SMA200 + Price>EMA20 + Stoch_Cross_Up
SMA50>SMA200 + VolSpike>1.5,2,180,131,72.78,3.39,SMA50>SMA200 + VolSpike>1.5
EMA10>EMA50 + Price>SMA50 + Stoch_Cross_Up,3,382,278,72.77,2.35,EMA10>EMA50 + Price>SMA50 + Stoch_Cross_Up
SMA50>SMA200 + Price>SMA50 + ADX>25,3,792,576,72.73,2.88,SMA50>SMA200 + Price>SMA50 + ADX>25
EMA5>EMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI,3,410,298,72.68,1.6,EMA5>EMA20 + BB_Squeeze + ADX>20_PlusDI>MinusDI
EMA10>EMA50 + Price>SMA200 + ADX>25,3,966,701,72.57,2.61,EMA10>EMA50 + Price>SMA200 + ADX>25
SMA10>SMA50 + SMA50>SMA200 + ThreeGreenDays,3,153,111,72.55,2.69,SMA10>SMA50 + SMA50>SMA200 + ThreeGreenDays
SMA20>SMA100 + EMA10>EMA50 + ADX>25,3,1041,755,72.53,2.55,SMA20>SMA100 + EMA10>EMA50 + ADX>25
Price>SMA20 + BB_Squeeze + ThreeGreenDays,3,80,58,72.5,1.78,Price>SMA20 + BB_Squeeze + ThreeGreenDays
SMA5>SMA20 + GoldenCross_5_20,2,29,21,72.41,2.66,SMA5>SMA20 + GoldenCross_5_20
GoldenCross_5_20,1,29,21,72.41,2.66,GoldenCross_5_20
SMA10>SMA50 + SMA20>SMA100 + Price>SMA50,3,1344,972,72.32,2.42,SMA10>SMA50 + SMA20>SMA100 + Price>SMA50
SMA10>SMA50,1,1693,1223,72.24,2.17,SMA10>SMA50
SMA10>SMA50 + SMA50>SMA200 + Price>SMA50,3,1065,769,72.21,2.56,SMA10>SMA50 + SMA50>SMA200 + Price>SMA50
SMA20>SMA100 + SMA50>SMA200 + Price>SMA50,3,1075,776,72.19,2.66,SMA20>SMA100 + SMA50>SMA200 + Price>SMA50
SMA10>SMA50 + EMA10>EMA50 + Price>SMA200,3,1279,923,72.17,2.36,SMA10>SMA50 + EMA10>EMA50 + Price>SMA200
MACD_Hist>0 + BB_Squeeze + ThreeGreenDays,3,61,44,72.13,1.33,MACD_Hist>0 + BB_Squeeze + ThreeGreenDays
MACD>Signal + BB_Squeeze + ThreeGreenDays,3,61,44,72.13,1.33,MACD>Signal + BB_Squeeze + ThreeGreenDays
SMA20>SMA100 + EMA10>EMA50 + Price>SMA50,3,1366,985,72.11,2.43,SMA20>SMA100 + EMA10>EMA50 + Price>SMA50
SMA20>SMA100 + Price>SMA50,2,1368,986,72.08,2.43,SMA20>SMA100 + Price>SMA50
Price>SMA50 + BB_Squeeze + VolSpike>1.5,3,68,49,72.06,1.44,Price>SMA50 + BB_Squeeze + VolSpike>1.5
VolSpike>1.5,1,293,211,72.01,2.75,VolSpike>1.5
Price>SMA50 + Price>SMA200 + Stoch_Cross_Up,3,318,229,72.01,2.38,Price>SMA50 + Price>SMA200 + Stoch_Cross_Up
SMA20>SMA100 + Price>SMA50 + Stoch_Cross_Up,3,339,244,71.98,2.41,SMA20>SMA100 + Price>SMA50 + Stoch_Cross_Up
SMA10>SMA50 + Price>SMA200,2,1284,924,71.96,2.34,SMA10>SMA50 + Price>SMA200
SMA10>SMA50 + EMA10>EMA50,2,1576,1134,71.95,2.23,SMA10>SMA50 + EMA10>EMA50
SMA50>SMA200 + EMA10>EMA50 + Price>SMA50,3,1088,782,71.88,2.56,SMA50>SMA200 + EMA10>EMA50 + Price>SMA50
MACD>Signal + Stoch_Cross_Up,2,412,296,71.84,2.14,MACD>Signal + Stoch_Cross_Up
MACD>Signal + MACD_Hist>0 + Stoch_Cross_Up,3,412,296,71.84,2.14,MACD>Signal + MACD_Hist>0 + Stoch_Cross_Up
MACD_Hist>0 + Stoch_Cross_Up,2,412,296,71.84,2.14,MACD_Hist>0 + Stoch_Cross_Up
Price>SMA20 + MACD_Hist_Rising,2,807,579,71.75,2.5,Price>SMA20 + MACD_Hist_Rising
SMA10>SMA50 + SMA20>SMA100 + Price>SMA200,3,1246,894,71.75,2.42,SMA10>SMA50 + SMA20>SMA100 + Price>SMA200
SMA50>SMA200 + Price>SMA50 + Price>SMA200,3,1094,784,71.66,2.55,SMA50>SMA200 + Price>SMA50 + Price>SMA200
SMA50>SMA200 + Price>SMA50,2,1094,784,71.66,2.55,SMA50>SMA200 + Price>SMA50
SMA10>SMA50 + EMA10>EMA50 + Stoch_Cross_Up,3,383,274,71.54,2.2,SMA10>SMA50 + EMA10>EMA50 + Stoch_Cross_Up
SMA10>SMA50 + SMA50>SMA200 + ADX>25,3,803,574,71.48,2.66,SMA10>SMA50 + SMA50>SMA200 + ADX>25
SMA10>SMA50 + Stoch_Cross_Up,2,417,298,71.46,2.09,SMA10>SMA50 + Stoch_Cross_Up
Price>SMA20 + BB_Squeeze,2,655,468,71.45,1.47,Price>SMA20 + BB_Squeeze
SMA5>SMA20 + GoldenCross_5_20 + BB_Squeeze,3,21,15,71.43,2.21,SMA5>SMA20 + GoldenCross_5_20 + BB_Squeeze
GoldenCross_5_20 + BB_Squeeze,2,21,15,71.43,2.21,GoldenCross_5_20 + BB_Squeeze
Price>SMA20 + Bullish_Engulf,2,21,15,71.43,1.54,Price>SMA20 + Bullish_Engulf
SMA50>SMA200 + EMA10>EMA50 + ThreeGreenDays,3,161,115,71.43,2.6,SMA50>SMA200 + EMA10>EMA50 + ThreeGreenDays
MACD_Hist_Rising + ADX>20_PlusDI>MinusDI,2,598,427,71.4,2.6,MACD_Hist_Rising + ADX>20_PlusDI>MinusDI
BB_Squeeze + ADX>20_PlusDI>MinusDI,2,489,349,71.37,1.45,BB_Squeeze + ADX>20_PlusDI>MinusDI
SMA50>SMA200 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI,3,220,157,71.36,2.77,SMA50>SMA200 + Stoch_Cross_Up + ADX>20_PlusDI>MinusDI
EMA5>EMA20 + Price>SMA20 + BB_Squeeze,3,571,407,71.28,1.48,EMA5>EMA20 + Price>SMA20 + BB_Squeeze
EMA5>EMA20 + MACD_Hist_Rising,2,745,531,71.28,2.55,EMA5>EMA20 + MACD_Hist_Rising
SMA5>SMA20 + BB_Squeeze,2,685,488,71.24,1.34,SMA5>SMA20 + BB_Squeeze
SMA10>SMA50 + BB_Squeeze + VolSpike>1.5,3,66,47,71.21,1.45,SMA10>SMA50 + BB_Squeeze + VolSpike>1.5
Price>EMA20 + MACD_Hist_Rising,2,790,562,71.14,2.53,Price>EMA20 + MACD_Hist_Rising
Price>EMA20 + BB_Squeeze + ThreeGreenDays,3,69,49,71.01,1.71,Price>EMA20 + BB_Squeeze + ThreeGreenDays
SMA10>SMA50 + Price>SMA200 + Stoch_Cross_Up,3,317,225,70.98,2.25,SMA10>SMA50 + Price>SMA200 + Stoch_Cross_Up
SMA50>SMA200 + Price>SMA50 + Stoch_Cross_Up,3,275,195,70.91,2.56,SMA50>SMA200 + Price>SMA50 + Stoch_Cross_Up
SMA5>SMA20 + Price>EMA20 + BB_Squeeze,3,600,425,70.83,1.4,SMA5>SMA20 + Price>EMA20 + BB_Squeeze
EMA5>EMA20 + RSI14_30_50,2,65,46,70.77,1.29,EMA5>EMA20 + RSI14_30_50
SMA50>SMA200 + EMA10>EMA50 + ADX>25,3,837,592,70.73,2.61,SMA50>SMA200 + EMA10>EMA50 + ADX>25
Price>SMA20 + Price>EMA20 + BB_Squeeze,3,604,427,70.7,1.44,Price>SMA20 + Price>EMA20 + BB_Squeeze
EMA5>EMA20 + BB_Squeeze + VolSpike>1.5,3,75,53,70.67,1.45,EMA5>EMA20 + BB_Squeeze + VolSpike>1.5
EMA10>EMA50,1,1653,1167,70.6,2.12,EMA10>EMA50
EMA10>EMA50 + Price>SMA200,2,1356,956,70.5,2.21,EMA10>EMA50 + Price>SMA200
SMA10>SMA50 + SMA20>SMA100 + EMA10>EMA50,3,1401,986,70.38,2.23,SMA10>SMA50 + SMA20>SMA100 + EMA10>EMA50
SMA10>SMA50 + SMA20>SMA100 + SMA50>SMA200,3,1102,774,70.24,2.44,SMA10>SMA50 + SMA20>SMA100 + SMA50>SMA200
SMA20>SMA100 + ThreeGreenDays,2,215,151,70.23,2.26,SMA20>SMA100 + ThreeGreenDays
SMA20>SMA100 + EMA10>EMA50 + Price>SMA200,3,1320,927,70.23,2.28,SMA20>SMA100 + EMA10>EMA50 + Price>SMA200
SMA10>SMA50 + SMA50>SMA200 + Price>SMA200,3,1112,781,70.23,2.39,SMA10>SMA50 + SMA50>SMA200 + Price>SMA200
MACD>Signal + BB_Squeeze + VolSpike>1.5,3,57,40,70.18,2.0,MACD>Signal + BB_Squeeze + VolSpike>1.5
MACD_Hist>0 + BB_Squeeze + VolSpike>1.5,3,57,40,70.18,2.0,MACD_Hist>0 + BB_Squeeze + VolSpike>1.5
SMA10>SMA50 + SMA50>SMA200 + EMA10>EMA50,3,1114,781,70.11,2.34,SMA10>SMA50 + SMA50>SMA200 + EMA10>EMA50
SMA10>SMA50 + Price>SMA20 + BB_Squeeze,3,475,333,70.11,1.3,SMA10>SMA50 + Price>SMA20 + BB_Squeeze
SMA5>SMA20 + EMA5>EMA20 + BB_Squeeze,3,602,422,70.1,1.28,SMA5>SMA20 + EMA5>EMA20 + BB_Squeeze
Price>SMA200 + Stoch_Cross_Up + VolSpike>1.5,3,40,28,70.0,3.31,Price>SMA200 + Stoch_Cross_Up + VolSpike>1.5
